SpeciesID,howComm,Genus,Species,FBname,direction
Fis-25381,2.73,Scorpaenodes,parvipinnis,Lowfin scorpionfish,lost
Fis-25612,2.73,Myripristis,murdjan,Pinecone soldierfish,lost
Fis-26435,2.73,Paragobiodon,echinocephalus,Redhead goby,lost
SLB-88121,2.73,Aspidosiphon,coyi,NA,lost
W-Bch-442179,2.73,Exopalicus,maculatus,NA,lost
W-Hyd-284199,2.73,Macrorhynchia,phoenicea,NA,lost
W-Msc-208048,2.73,Peristernia,nassatula,NA,lost
W-Msc-212155,2.73,Drupella,cornus,horn drupe,lost
W-Msc-215479,2.73,Conus,miles,soldier cone,lost
W-Msc-215522,2.73,Conus,litteratus,lettered cone,lost
W-Msc-216577,2.73,Lioconcha,castrensis,Camp pitar venus,lost
W-Msc-527793,2.73,Lyncina,lynx,lynx cowrie,lost
W-Pol-129866,2.73,Arenicola,cristata,southern lugworm,lost
Fis-144806,2.7199999999999998,Synchiropus,rubrovinctus,Tiny Hawaiian dragonet,lost
Fis-23275,2.7199999999999998,Sphyrna,tiburo,Bonnethead,lost
Fis-25756,2.7199999999999998,Chromis,viridis,Blue green damselfish,lost
Fis-26212,2.7199999999999998,Choerodon,jordani,Jordan's tuskfish,lost
Fis-26479,2.7199999999999998,Scorpaenodes,scaber,Pygmy scorpionfish,lost
Fis-31503,2.7199999999999998,Pomacentrus,philippinus,Philippine damsel,lost
Fis-35907,2.7199999999999998,Foa,fo,Weedy cardinalfish,lost
PBD-219625,2.7199999999999998,Coenobita,rugosus,NA,lost
SLB-100719,2.7199999999999998,Mitra,coronata,crowned mitre,lost
SLB-118060,2.7199999999999998,Pyrene,varians,NA,lost
SLB-12252,2.7199999999999998,Portunus,macrophthalmus,NA,lost
SLB-93083,2.7199999999999998,Strombus,lentiginosus,silver conch,lost
W-Bch-208891,2.7199999999999998,Camposcia,retusa,decorator crab,lost
W-Bch-442074,2.7199999999999998,Schizophroida,hilensis,Hilo collector crab,lost
W-Bch-443855,2.7199999999999998,Tetralia,brunalineata,NA,lost
W-Msc-180921,2.7199999999999998,Cerithium,egenum,needle snail,lost
W-Msc-180992,2.7199999999999998,Sabia,conica,NA,lost
W-Msc-215446,2.7199999999999998,Conus,coronatus,crowned cone,lost
W-Msc-216524,2.7199999999999998,Pinguitellina,pinguis,NA,lost
W-Msc-464122,2.7199999999999998,Ctena,bella,divergent lucine,lost
W-Msc-536542,2.7199999999999998,Phestilla,lugubris,coral-eating aeolid,lost
W-Msc-558499,2.7199999999999998,Doriprismatica,atromarginata,black-margined nudibranch,lost
W-Pol-131544,2.7199999999999998,Thelepus,setosus,spaghetti worm,lost
W-Scl-287698,2.7199999999999998,Montipora,capricornis,NA,lost
Fis-23045,2.71,Carcharhinus,altimus,Bignose shark,lost
Fis-23749,2.71,Pseudocaranx,dentex,White trevally,lost
Fis-50817,2.71,Fodiator,acutus,Sharpchin flyingfish,lost
ITS-96661,2.71,Alpheus,lottini,coral snapping shrimp,lost
W-Bch-443885,2.71,Trapezia,septata,coral crab,lost
Fis-128236,2.7,Fowleria,vaiulae,Mottled cardinalfish,lost
Fis-145236,2.7,Scorpaenopsis,vittapinna,Bandfin scorpionfish,lost
Fis-165242,2.7,Ostorhinchus,taeniophorus,Reef-flat cardinalfish,lost
Fis-167077,2.7,Ostorhinchus,nigrofasciatus,Blackstripe cardinalfish,lost
Fis-25597,2.7,Echidna,polyzona,Barred moray,lost
Fis-25834,2.7,Scorpaenodes,guamensis,Guam scorpionfish,lost
Fis-31610,2.7,Corythoichthys,nigripectus,Black-breasted pipefish,lost
Fis-32431,2.7,Cirrhilabrus,rubrimarginatus,Red-margined wrasse,lost
ITS-659872,2.7,Cinetorhynchus,hiatti,candystripe hingebeak,lost
ITS-659883,2.7,Anchistioides,compressus,NA,lost
ITS-660157,2.7,Calcinus,gaimardii,NA,lost
ITS-98024,2.7,Munidopsis,diomedeae,NA,lost
SLB-155473,2.7,Clibanarius,corallinus,NA,lost
SLB-93116,2.7,Strombus,mutabilis,mutable conch,lost
W-Bch-208767,2.7,Lissocarcinus,orbicularis,sea cucumber crab,lost
W-Msc-714811,2.7,Periglypta,reticulata,reticulated venus,lost
W-Oph-212378,2.7,Ophiocoma,scolopendrina,lagoon brittle star,lost
Fis-164871,2.69,Sunagocia,arenicola,Broadhead flathead,lost
Fis-26659,2.69,Kuhlia,rupestris,Rock flagtail,lost
Fis-32257,2.69,Bryaninops,ridens,Ridens goby,lost
Fis-50635,2.69,Linophryne,racemifera,NA,lost
ITS-660168,2.69,Clibanarius,zebra,zebra hermit,lost
SLB-93225,2.69,Cypraea,moneta,money cowrie,lost
SLB-93529,2.69,Oliva,miniacea,redmouth olive,lost
W-Bch-443875,2.69,Trapezia,bidentata,NA,lost
W-Hol-210916,2.69,Thelenota,ananas,prickly redfish,lost
W-Msc-207666,2.69,Fragum,fragum,white strawberry cockle,lost
W-Msc-215117,2.69,Rhinoclavis,fasciata,banded vertagus,lost
W-Msc-216708,2.69,Cerithium,columna,NA,lost
W-Msc-456685,2.69,Scutellastra,flexuosa,star-shaped limpet,lost
W-Msc-464161,2.69,Fimbria,fimbriata,common basket lucina,lost
W-Pol-146932,2.69,Paraonis,fulgens,NA,lost
W-Pol-157499,2.69,Nephtys,bucera,NA,lost
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,2.68,Periclimenella,spinifera,NA,lost
Fis-142112,2.68,Cercamia,eremia,Glassy cardinalfish,lost
Fis-25797,2.68,Fowleria,marmorata,Marbled cardinalfish,lost
Fis-25994,2.68,Plagiotremus,laudandus,Bicolour fangblenny,lost
ITS-551599,2.68,Metapenaeopsis,commensalis,red shrimp,lost
ITS-612274,2.68,Harpiliopsis,beaupresii,NA,lost
ITS-612280,2.68,Jocaste,lucina,NA,lost
SLB-142774,2.68,Tydemania,expeditionis,Green sea beads,lost
SLB-169848,2.68,Ophiothrix,trilineata,ophiuroids,lost
SLB-190046,2.68,Galathea,pilosa,NA,lost
SLB-190165,2.68,Micropagurus,polynesiensis,NA,lost
SLB-93077,2.68,Strombus,gibberulus,gibbose conch,lost
SLB-93290,2.68,Polinices,melanostoma,blackmouth moon snail,lost
W-Msc-139062,2.68,Cerithium,nodulosum,giant knobbed cerith,lost
W-Msc-208478,2.68,Pedum,spondyloideum,iridescent clam,lost
W-Msc-211092,2.68,Lambis,crocata,orange spider conch,lost
W-Msc-215439,2.68,Conus,quercinus,oak cone,lost
W-Msc-215499,2.68,Conus,geographus,geographer cone,lost
W-Msc-216723,2.68,Royella,sinon,NA,lost
W-Msc-217087,2.68,Hastula,hectica,sandbeach auger,lost
W-Msc-434316,2.68,Macteola,segesta,NA,lost
W-Msc-445520,2.68,Peasiella,conoidalis,NA,lost
W-Msc-597112,2.68,Gymnodoris,okinawae,Okinawa Gymnodoris,lost
W-Pyc-134609,2.68,Ammothella,appendiculata,NA,lost
W-Scl-207474,2.68,Leptastrea,transversa,crust coral,lost
SLB-189653,2.6799999999999997,Pilodius,scabriculus,NA,lost
Fis-113029,2.67,Parablennius,thysanius,Tasseled blenny,lost
Fis-119716,2.67,Bryaninops,yongei,Whip coral goby,lost
Fis-150883,2.67,Stegastes,leucorus,Whitetail major,lost
Fis-166689,2.67,Antennatus,analis,Tailjet frogfish,lost
Fis-21770,2.67,Macropharyngodon,negrosensis,Yellowspotted wrasse,lost
Fis-25992,2.67,Meiacanthus,atrodorsalis,Forktail blenny,lost
Fis-26695,2.67,Pseudanthias,thompsoni,Hawaiian anthias,lost
Fis-26815,2.67,Eleotris,fusca,Dusky sleeper,lost
Fis-31135,2.67,Anampses,geographicus,Geographic wrasse,lost
Fis-31248,2.67,Chaetodon,miliaris,Millet butterflyfish,lost
Fis-32247,2.67,Discordipinna,griessingeri,Spikefin goby,lost
Fis-50723,2.67,Fusigobius,duospilus,Barenape goby,lost
Fis-54073,2.67,Gnatholepis,anjerensis,Eye-bar goby,lost
ITS-659886,2.67,Hymenocera,picta,harlequin shrimp,lost
ITS-659925,2.67,Alpheus,pacificus,NA,lost
ITS-659933,2.67,Alpheus,rapacida,NA,lost
ITS-659934,2.67,Alpheus,rapax,marbled snapping shrimp,lost
ITS-659949,2.67,Synalpheus,charon,red-coral pistol shrimp,lost
ITS-96737,2.67,Ogyrides,alphaerostris,estuarine longeye shrimp,lost
SLB-118850,2.67,Mitra,luctuosa,NA,lost
SLB-128990,2.67,Venus,toreuma,embossed venus,lost
SLB-190539,2.67,Thalessa,aculeata,aculeate rock shell,lost
SLB-76677,2.67,Cymatium,pileare,common hairy triton,lost
SLB-77118,2.67,Cyclostremiscus,emeryi,NA,lost
SLB-77446,2.67,Peltodoris,greeleyi,Greeley's dorid,lost
W-Asc-249992,2.67,Ascidia,gemmata,NA,lost
W-Asc-251435,2.67,Symplegma,brakenhielmi,NA,lost
W-Ase-368956,2.67,Fromia,pacifica,Pacific sea star,lost
W-Bch-209471,2.67,Cryptodromiopsis,tridens,NA,lost
W-Bch-210299,2.67,Pseudozius,caystrus,NA,lost
W-Bch-441473,2.67,Menaethius,orientalis,red spider crab,lost
W-Hol-210715,2.67,Opheodesoma,grisea,serpent synaptid,lost
W-Msc-140814,2.67,Berthella,stellata,starry berthella,lost
W-Msc-141600,2.67,Lyrodus,pedicellatus,siamese shipworm,lost
W-Msc-208080,2.67,Terebra,subulata,subulate auger,lost
W-Msc-208963,2.67,Cassis,cornuta,horned helmet,lost
W-Msc-215457,2.67,Conus,marmoreus,marble cone,lost
W-Msc-215519,2.67,Conus,tessulatus,tesselate cone,lost
W-Msc-215752,2.67,Nassarius,gaudiosus,gaudy nassa,lost
W-Msc-216382,2.67,Turbo,petholatus,tapestry turban,lost
W-Msc-506950,2.67,Spondylus,linguafelis,NA,lost
W-Msc-510448,2.67,Bulla,vernicosa,jujube bulla,lost
W-Msc-536574,2.67,Phyllidiella,pustulosa,vesicular sea slug,lost
W-Pol-130515,2.67,Naineris,laevigata,NA,lost
W-Pyc-240414,2.67,Anoplodactylus,pycnosoma,NA,lost
W-Scl-207274,2.67,Gardineroseris,planulata,honeycomb coral,lost
W-Scl-207291,2.67,Leptoseris,hawaiiensis,porcelain coral,lost
Fis-25596,2.66,Echidna,nebulosa,Starry moray,lost
Fis-26155,2.66,Gymnothorax,fimbriatus,Fimbriated moray,lost
Fis-26655,2.66,Hyporhamphus,affinis,Tropical halfbeak,lost
Fis-31422,2.66,Scarus,niger,Dusky parrotfish,lost
Fis-31913,2.66,Coris,dorsomacula,Pale-barred coris,lost
SLB-12206,2.66,Charybdis,hawaiensis,Hawaiian swimming crab,lost
SLB-147286,2.66,Ulva,clathrata,Bright green nori,lost
SLB-190089,2.66,Ligur,ensiferus,NA,lost
SLB-72116,2.66,Tricolia,variabilis,NA,lost
W-Bch-209437,2.66,Catoptrus,nitidus,NA,lost
W-Scl-207097,2.66,Acropora,gemmifera,NA,lost
WBD-Eup-61,2.66,Nyctiphanes,simplex,NA,lost
Fis-32264,2.65,Eviota,fasciola,Barred dwarfgoby,lost
Fis-32295,2.65,Dinematichthys,iluocoeteoides,Yellow pigmy brotula,lost
SLB-190296,2.65,Neocallichirus,jousseaumei,NA,lost
W-Msc-215119,2.65,Rhinoclavis,sinensis,obelisk vertagus,lost
W-Msc-215551,2.65,Conus,magnificus,NA,lost
W-Plz-142023,2.65,Trichoplax,adhaerens,NA,lost
Fis-25405,2.64,Scarus,spinus,Greensnout parrotfish,lost
Fis-26077,2.64,Plectorhinchus,picus,Painted sweetlip,lost
Fis-26177,2.64,Canthigaster,bennetti,Bennett's sharpnose puffer,lost
Fis-31172,2.64,Chromis,atripes,Dark-fin chromis,lost
Fis-31487,2.64,Chromis,lepidolepis,Scaly chromis,lost
Fis-32626,2.64,Plesiops,coeruleolineatus,Crimsontip longfin,lost
Fis-35414,2.64,Pempheris,schwenkii,Silver sweeper,lost
Fis-57933,2.64,Plectroglyphidodon,leucozonus,Singlebar devil,lost
Fis-57976,2.64,Priolepis,cincta,Banded reef goby,lost
ITS-659874,2.64,Cinetorhynchus,reticulatus,reticulated hingebeak,lost
SLB-93203,2.64,Cypraea,erosa,eroded cowrie,lost
W-Bch-443859,2.64,Tetralia,nigrolineata,Acropora crab,lost
W-Msc-211101,2.64,Vasum,ceramicum,Ceram vase,lost
W-Msc-214509,2.64,Gastrochaena,cuneiformis,NA,lost
W-Pol-429077,2.64,Sabellastarte,spectabilis,Indian feather duster worm,lost
SLB-100384,2.6399999999999997,Gonodactylellus,viridis,NA,lost
W-Por-165350,2.6399999999999997,Hyrtios,erectus,NA,lost
Fis-127137,2.63,Echiodon,exsilium,Nocturnal pearlfish,lost
Fis-134356,2.63,Gymnothorax,richardsonii,Richardson's moray,lost
Fis-24429,2.63,Apogon,guadalupensis,Guadalupe cardinalfish,lost
Fis-25213,2.63,Eurypegasus,draconis,Short dragonfish,lost
Fis-35570,2.63,Aulopus,bajacali,Eastern Pacific flagfin,lost
SLB-9972,2.63,Cryptodromiopsis,plumosa,shaggy sponge crab,lost
Fis-144342,2.62,Antigonia,eos,NA,lost
Fis-25058,2.62,Istigobius,rigilius,Rigilius goby,lost
Fis-25475,2.62,Coryphaenoides,armatus,Abyssal grenadier,lost
Fis-30933,2.62,Pseudamia,gelatinosa,Gelatinous cardinalfish,lost
Fis-35157,2.62,Chromis,flavomaculata,Yellow-spotted chromis,lost
ITS-659868,2.62,Cinetorhynchus,concolor,orange hingebeak,lost
SLB-190044,2.62,Galathea,latirostris,NA,lost
SLB-190067,2.62,Hippa,marmorata,NA,lost
SLB-197582,2.62,Elasmopus,alkahiranensis,NA,lost
W-Bch-410816,2.62,Austinixa,cristata,cristate pea crab,lost
W-Msc-216581,2.62,Lioconcha,ornata,Ornate pitar venus,lost
W-Msc-341953,2.62,Octopus,bocki,Bock's pygmy octopus,lost
W-Msc-506104,2.62,Modiolus,capax,fat horsemussel,lost
W-Msc-507843,2.62,Pitar,pellucidus,pellucid pitar venus,lost
W-Pol-131489,2.62,Eupolymnia,nebulosa,strawberry worm,lost
W-Pol-209658,2.62,Hermenia,acantholepis,bristle worm,lost
W-Scl-207256,2.62,Coscinaraea,columna,NA,lost
SLB-2763,2.6100000000000003,Synelmis,klatti,NA,lost
Fis-114251,2.61,Enneapterygius,tutuilae,High-hat Triplefin,lost
Fis-138849,2.61,Pleurosicya,coerulea,Blue coral ghost goby,lost
Fis-146627,2.61,Scolecenchelys,macroptera,Narrow worm eel,lost
Fis-149595,2.61,Trimma,milta,Red-earth pygmygoby,lost
Fis-150578,2.61,Asterropteryx,semipunctata,Starry goby,lost
Fis-23861,2.61,Trachinotus,baillonii,Small spotted dart,lost
Fis-24761,2.61,Lythrypnus,zebra,Zebra goby,lost
Fis-28586,2.61,Pseudanthias,pictilis,Painted anthias,lost
Fis-32253,2.61,Ctenogobiops,feroculus,Sandy prawn-goby,lost
Fis-32268,2.61,Eviota,melasma,Headspot dwarfgoby,lost
Fis-57962,2.61,Aspidontus,taeniatus,False cleanerfish,lost
ITS-154880,2.61,Cloeosiphon,aspergillus,NA,lost
ITS-612240,2.61,Conchodytes,meleagrinae,Hawaiian pearloyster shrimp,lost
ITS-612266,2.61,Fennera,chacei,NA,lost
ITS-612443,2.61,Periclimenes,inornatus,anemone shrimp,lost
ITS-612532,2.61,Pliopontonia,furtiva,disc anemone shrimp,lost
ITS-660231,2.61,Panulirus,femoristriga,stripe-leg spiny lobster,lost
PBD-274854,2.61,Arete,dorsalis,NA,lost
SLB-100413,2.61,Gonodactylus,chiragra,NA,lost
SLB-101140,2.61,Clibanarius,striolatus,Danas hermit crab,lost
SLB-101678,2.61,Pullosquilla,thomassini,NA,lost
SLB-117480,2.61,Fungia,danai,spiny mushroom coral,lost
SLB-118849,2.61,Mitra,contracta,contracted mitre,lost
SLB-157925,2.61,Cuapetes,elegans,NA,lost
SLB-189544,2.61,Alpheus,djeddensis,Djeddah snapping shrimp,lost
SLB-189657,2.61,Coralliogalathea,humilis,NA,lost
SLB-190054,2.61,Trichopagurus,trichophthalmus,NA,lost
SLB-190481,2.61,Salmoneus,tricristatus,NA,lost
SLB-190545,2.61,Laomenes,amboinensis,ambon crinoid shrimp,lost
W-Asc-251464,2.61,Synoicum,intercedens,NA,lost
W-Asc-251545,2.61,Trididemnum,tomarahi,NA,lost
W-Bch-209051,2.61,Actaeodes,hirsutissimus,NA,lost
W-Bch-444437,2.61,Utinomiella,dimorpha,Kahe Point crab,lost
W-Hyd-220571,2.61,Solanderia,secunda,NA,lost
W-Msc-138757,2.61,Aplysia,parvula,little sea hare,lost
W-Msc-208629,2.61,Dolabella,auricularia,shoulderblade sea cat,lost
W-Msc-215550,2.61,Conus,terebra,terebra cone,lost
W-Msc-216698,2.61,Cerithium,salebrosum,uneven cerith,lost
W-Msc-216998,2.61,Tutufa,bubo,giant frog shell,lost
W-Msc-505492,2.61,Limaria,fragilis,NA,lost
W-Pol-421051,2.61,Ancistrosyllis,papillosa,NA,lost
W-Scl-207044,2.61,Acropora,hyacinthus,brush coral,lost
W-Scl-207072,2.61,Acropora,valida,NA,lost
W-Scl-207306,2.61,Pavona,explanulata,peacock coral,lost
W-Scl-207318,2.61,Pavona,clavus,shoulderblade coral,lost
W-Scl-288886,2.61,Porites,annae,encrusting bolder coral,lost
W-Scl-288888,2.61,Porites,arnaudi,NA,lost
Fis-112311,2.6,Halicampus,spinirostris,Spinysnout pipefish,lost
Fis-113495,2.6,Gillellus,semicinctus,Half-banded stargazer,lost
Fis-121312,2.6,Echelus,uropterus,Finned worm eel,lost
Fis-125753,2.6,Enneapterygius,fuscoventer,Blackbelly triplefin,lost
Fis-149098,2.6,Pentapodus,aureofasciatus,Yellowstripe threadfin bream,lost
Fis-25088,2.6,Pervagor,melanocephalus,Redtail filefish,lost
Fis-25095,2.6,Ptereleotris,microlepis,Blue gudgeon,lost
Fis-25605,2.6,Uropterygius,marmoratus,Marbled reef-eel,lost
Fis-25980,2.6,Istiblennius,lineatus,Lined rockskipper,lost
Fis-26157,2.6,Gymnothorax,hepaticus,Liver-colored moray eel,lost
Fis-26736,2.6,Uropterygius,macrocephalus,Needle-tooth moray,lost
Fis-26744,2.6,Gymnomuraena,zebra,Zebra moray,lost
Fis-27718,2.6,Uropterygius,micropterus,Tidepool snake moray,lost
Fis-28975,2.6,Xenisthmus,polyzonatus,Bullseye wriggler,lost
Fis-28976,2.6,Cryptocentrus,leucostictus,Saddled prawn-goby,lost
Fis-29645,2.6,Pronotogrammus,multifasciatus,Threadfin bass,lost
Fis-31417,2.6,Scarus,festivus,Festive parrotfish,lost
Fis-32528,2.6,Gobiodon,citrinus,Poison goby,lost
Fis-58104,2.6,Pempheris,adusta,Dusky sweeper,lost
Fis-58143,2.6,Eviota,zebrina,Zebra dwarfgoby,lost
ITS-612228,2.6,Anchistus,miersi,giant clam commensal shrimp,lost
ITS-612245,2.6,Coralliocaris,graminea,green Acropora commensal shrimp,lost
ITS-612506,2.6,Periclimenes,soror,seastar shrimp,lost
ITS-659970,2.6,Hippolyte,ventricosa,NA,lost
SLB-158070,2.6,Petrolisthes,lamarckii,NA,lost
SLB-92960,2.6,Nerita,squamulata,scaly nerite,lost
SLB-93483,2.6,Fusinus,nicobaricus,Nicobar spindle,lost
W-Bch-209061,2.6,Atergatis,floridus,green egg crab,lost
W-Bch-440059,2.6,Cryptodromia,tumida,NA,lost
W-Ech-212466,2.6,Metalia,dicrana,heart urchin,lost
W-Msc-207758,2.6,Anadara,uropigimelana,NA,lost
W-Msc-215529,2.6,Conus,textile,textile cone,lost
W-Msc-215569,2.6,Conus,virgo,virgin cone,lost
W-Msc-590802,2.6,Periglypta,puerpera,youthful venus,lost
W-Msc-600671,2.6,Nerita,polita,polished nerite,lost
W-Msc-707486,2.6,Cellana,rota,rayed limpet,lost
W-Scl-207055,2.6,Acropora,samoensis,bula acropora coral,lost
W-Scl-207271,2.6,Psammocora,profundacella,NA,lost
Fis-25768,2.59,Chrysiptera,biocellata,Twinspot damselfish,lost
Fis-26434,2.59,Oplopomus,oplopomus,Spinecheek goby,lost
Fis-53099,2.59,Dunckerocampus,dactyliophorus,Ringed pipefish,lost
SLB-99002,2.59,Polinices,simiae,simi moon snail,lost
W-Bch-440093,2.59,Lewindromia,unidentata,NA,lost
W-Msc-216677,2.59,Cerithium,punctatum,NA,lost
W-Msc-216875,2.59,Monetaria,annulus,gold ring cowrie,lost
W-Msc-448160,2.59,Oliva,tricolor,tricolor olive,lost
W-Por-164922,2.59,Dysidea,arenaria,NA,lost
Fis-124322,2.58,Plesiops,polydactylus,NA,lost
Fis-25937,2.58,Parupeneus,heptacanthus,Cinnabar goatfish,lost
W-Msc-707659,2.58,Pythia,scarabaeus,common pythia,lost
Fis-113467,2.5700000000000003,Gillellus,arenicola,Sandy stargazer,lost
Fis-123138,2.5700000000000003,Serranus,aequidens,Deepwater serrano,lost
Fis-138631,2.5700000000000003,Prognathodes,falcifer,Scythemarked butterflyfish,lost
Fis-169117,2.5700000000000003,Sagittalarva,inornatus,Cape wrasse,lost
Fis-27132,2.5700000000000003,Diplobatis,ommata,Ocellated electric ray,lost
Fis-28930,2.5700000000000003,Bathycongrus,macrurus,Shorthead conger,lost
Fis-34874,2.5700000000000003,Chromis,alta,Oval damselfish,lost
ITS-551622,2.5700000000000003,Metapenaeopsis,mineri,NA,lost
W-Ase-368964,2.5700000000000003,Narcissia,gracilis,NA,lost
W-Ech-513266,2.5700000000000003,Eucidaris,thouarsii,NA,lost
Fis-25911,2.57,Choeroichthys,brachysoma,Short-bodied pipefish,lost
SLB-182953,2.57,Rissoina,tenuistriata,NA,lost
W-Ase-207610,2.57,Linckia,laevigata,blue linckia,lost
W-Bch-208840,2.57,Thalamita,quadrilobata,NA,lost
W-Hol-210915,2.57,Thelenota,anax,amber fish,lost
W-Msc-215525,2.57,Conus,capitaneus,captain cone,lost
W-Msc-216688,2.57,Cerithium,rostratum,beaked cerith,lost
W-Msc-393119,2.57,Laevichlamys,wilhelminae,NA,lost
W-Msc-530884,2.57,Lyncina,vitellus,Pacific deer cowrie,lost
W-Scl-207039,2.57,Acropora,latistella,NA,lost
Fis-26466,2.56,Eviota,prasina,Greenbubble dwarfgoby,lost
Fis-26813,2.56,Priolepis,inhaca,Brick goby,lost
Fis-26827,2.56,Cirrhimuraena,playfairii,NA,lost
Fis-35338,2.56,Trimma,taylori,Yellow pygmygoby,lost
Fis-35632,2.56,Salarias,sinuosus,Fringelip blenny,lost
SLB-133119,2.56,Gelidium,pusillum,NA,lost
W-Ase-213177,2.56,Asteropsis,carinifera,NA,lost
W-Bch-441584,2.56,Lahaina,ovata,NA,lost
W-Bch-444718,2.56,Cyclograpsus,longipes,NA,lost
W-Pol-153847,2.56,Polydora,websteri,oyster mudworm,lost
Chn-eff8756a-9d9f-4430-886b-4a0badfed55d,2.55,Paralbunea,dayriti,NA,lost
Fis-25828,2.55,Sebastapistes,cyanostigma,Yellowspotted scorpionfish,lost
Fis-25969,2.55,Ecsenius,bicolor,Bicolor blenny,lost
Fis-31470,2.55,Pteragogus,cryptus,Cryptic wrasse,lost
SLB-155710,2.55,Diogenes,pallescens,NA,lost
SLB-189618,2.55,Charybdis,erythrodactyla,rainbow crab,lost
SLB-93530,2.55,Oliva,annulata,Amethyst olive,lost
W-Scl-288915,2.55,Porites,stephensoni,NA,lost
Fis-112248,2.54,Bryx,veleronis,NA,lost
Fis-113429,2.54,Apogon,atricaudus,Plain cardinalfish,lost
Fis-138937,2.54,Xenoconger,fryeri,Fryer's false moray,lost
Fis-47770,2.54,Phaenomonas,cooperae,Short-maned sand-eel,lost
ITS-773729,2.54,Rhinella,marina,marine toad,lost
SLB-102038,2.54,Neogonodactylus,zacae,NA,lost
SLB-133750,2.54,Gracilaria,salicornia,Segmented gracilaria,lost
Fis-114721,2.5300000000000002,Ucla,xenogrammus,Largemouth triplefin,lost
Fis-145058,2.5300000000000002,Antennatus,linearis,Pygmy anglerfish,lost
Fis-145360,2.5300000000000002,Brachysomophis,henshawi,Reptilian snake eel,lost
Fis-25061,2.5300000000000002,Istigobius,decoratus,Decorated goby,lost
Fis-26733,2.5300000000000002,Parapercis,hexophtalma,Speckled sandperch,lost
Fis-35307,2.5300000000000002,Gunnellichthys,monostigma,Onespot wormfish,lost
SLB-88227,2.5300000000000002,Apionsoma,trichocephalus,NA,lost
W-Bch-444128,2.5300000000000002,Danielea,noelensis,NA,lost
Fis-132643,2.52,Xestochilus,nebulosus,Nebulous snake eel,lost
Fis-154295,2.52,Ariosoma,fasciatum,Barred sand conger,lost
Fis-23106,2.52,Decapterus,macarellus,Mackerel scad,lost
Fis-25754,2.52,Chromis,ternatensis,Ternate chromis,lost
Fis-25830,2.52,Sebastapistes,strongia,Barchin scorpionfish,lost
Fis-26457,2.52,Valenciennea,puellaris,Maiden goby,lost
Fis-32269,2.52,Eviota,nebulosa,Nebulous dwarfgoby,lost
Fis-35313,2.52,Canthigaster,ocellicincta,Shy toby,lost
Fis-35759,2.52,Bellator,gymnostethus,Naked-belly searobin,lost
SLB-100469,2.52,Morula,granulata,granular drupe,lost
SLB-190393,2.52,Petrolisthes,bispinosus,NA,lost
SLB-190537,2.52,Pinna,saccata,baggy pen shell,lost
W-Hyd-284043,2.52,Aglaophenia,postdentata,NA,lost
W-Oct-210725,2.52,Heliopora,coerulea,Indo-Pacific blue coral,lost
W-Scl-207000,2.52,Acropora,robusta,green robusta,lost
Fis-28569,2.51,Heteroconger,hassi,Spotted garden-eel,lost
Fis-28918,2.51,Bothus,leopardinus,Pacific leopard flounder,lost
Fis-32836,2.51,Priolepis,fallacincta,Eightbar reefgoby,lost
SLB-10550,2.51,Schizophrys,aspera,common decorator crab,lost
SLB-117996,2.51,Hipponix,conicus,conic cup-and-saucer,lost
SLB-118978,2.51,Anchiopontonia,hurii,NA,lost
SLB-2636,2.51,Eteone,heteropoda,NA,lost
SLB-3321,2.51,Pionosyllis,gesae,NA,lost
SLB-62999,2.51,Psammocora,superficialis,NA,lost
SLB-93133,2.51,Cypraea,arabica,Arabian cowrie,lost
W-Msc-215382,2.51,Terebellum,terebellum,terebellum conch,lost
W-Msc-215741,2.51,Nassarius,glans,glans nassa,lost
Fis-28624,2.5,Onuxodon,fowleri,Fowler's pearlfish,lost
Fis-50050,2.5,Polyipnus,omphus,NA,lost
SLB-64130,2.5,Lafoea,tenellula,NA,lost
W-Hyd-285935,2.5,Synthecium,samauense,NA,lost
W-Pol-130362,2.5,Nephtys,incisa,NA,lost
W-Pyc-239405,2.49,Ammothella,pacifica,NA,lost
Fis-31553,2.48,Oxycirrhites,typus,Longnose hawkfish,lost
Fis-52521,2.48,Polyipnus,matsubarai,NA,lost
ITS-682565,2.48,Acanthosquilla,multifasciata,mantis shrimps,lost
SLB-94178,2.48,Leucosolenia,macleayi,NA,lost
W-Oph-125064,2.47,Amphipholis,squamata,dwarf brittle star,lost
W-Ase-213245,2.46,Astropecten,polyacanthus,brown spotted combstar,lost
Fis-149221,2.45,Merluccius,hernandezi,Cortez hake,lost
Fis-149749,2.45,Pomacentrus,callainus,NA,lost
Fis-25008,2.45,Strongylura,exilis,Californian needlefish,lost
W-Bch-209568,2.45,Lyreidus,tridentatus,NA,lost
W-Pol-331379,2.45,Pseudexogone,backstromi,NA,lost
W-Tha-137256,2.45,Brooksia,rostrata,NA,lost
Fis-112299,2.44,Festucalex,wassi,Wass’ pipefish,lost
W-Scl-212178,2.44,Stylaraea,punctata,NA,lost
Fis-26685,2.42,Cyprinocirrhites,polyactis,Swallowtail hawkfish,lost
Fis-31123,2.42,Halichoeres,chrysus,Canary wrasse,lost
W-Amp-101864,2.42,Phtisica,marina,NA,lost
Fis-24478,2.41,Canthidermis,maculata,Rough triggerfish,lost
