SpeciesID,SpecCode,Genus,Species,FBname,OccurCells,Kingdom,Phylum,Class,Order,Family
W-Msc-449959,71988,Gorgoleptis,emarginatus,,5,Animalia,Mollusca,Gastropoda,Vetigastropoda,Lepetodrilidae
W-Msc-180908,71991,Lepetodrilus,atlanticus,,6,Animalia,Mollusca,Gastropoda,Vetigastropoda,Lepetodrilidae
W-Msc-449973,71996,Lepetodrilus,galriftensis,,4,Animalia,Mollusca,Gastropoda,Vetigastropoda,Lepetodrilidae
W-Msc-449975,71998,Lepetodrilus,japonicus,,4,Animalia,Mollusca,Gastropoda,Vetigastropoda,Lepetodrilidae
W-Msc-449979,72002,Lepetodrilus,schrolli,,7,Animalia,Mollusca,Gastropoda,Vetigastropoda,Lepetodrilidae
SLB-119345,72004,Pseudorimula,marianae,,5,Animalia,Mollusca,Gastropoda,Vetigastropoda,Lepetodrilidae
W-Msc-450016,72007,Pyropelta,musaica,,3,Animalia,Mollusca,Gastropoda,Vetigastropoda,Pyropeltidae
W-Msc-536902,72013,Leptogyra,inflata,,3,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Skeneidae
W-Msc-450023,72019,Temnocinclis,euripes,,7,Animalia,Mollusca,Gastropoda,Vetigastropoda,Sutilizonidae
W-Msc-449951,72024,Cyathermia,naticoides,,6,Animalia,Mollusca,Gastropoda,Not assigned,Neomphalidae
W-Msc-449990,72030,Neomphalus,fretterae,,5,Animalia,Mollusca,Gastropoda,Not assigned,Neomphalidae
W-Msc-450000,72034,Planorbidella,planispira,,7,Animalia,Mollusca,Gastropoda,Not assigned,Neomphalidae
W-Msc-449957,72039,Echinopelta,fistulosa,,8,Animalia,Mollusca,Gastropoda,Not assigned,Peltospiridae
W-Msc-449991,72044,Nodopelta,heminoda,,5,Animalia,Mollusca,Gastropoda,Not assigned,Peltospiridae
W-Msc-413443,72047,Peltospira,delicata,,4,Animalia,Mollusca,Gastropoda,Not assigned,Peltospiridae
W-Msc-449998,72049,Peltospira,operculata,,9,Animalia,Mollusca,Gastropoda,Not assigned,Peltospiridae
W-Msc-180917,72050,Peltospira,smaragdina,,3,Animalia,Mollusca,Gastropoda,Not assigned,Peltospiridae
W-Msc-450018,72051,Rhynchopelta,concentrica,,6,Animalia,Mollusca,Gastropoda,Not assigned,Peltospiridae
SLB-119393,72052,Olgasolaris,tollmanni,,4,Animalia,Mollusca,Gastropoda,Neritopsina,Phenacolepadidae
SLB-119394,72053,Shinkailepas,briandi,,5,Animalia,Mollusca,Gastropoda,Neritopsina,Phenacolepadidae
ITS-95835,25239,Metapenaeus,papuensis,Papua shrimp,9,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae
W-Msc-450004,72069,Provanna,ios,,6,Animalia,Mollusca,Gastropoda,Caenogastropoda,Provannidae
W-Msc-450008,72071,Provanna,muricata,,3,Animalia,Mollusca,Gastropoda,Caenogastropoda,Provannidae
W-Msc-450011,72073,Provanna,segonzaci,,9,Animalia,Mollusca,Gastropoda,Caenogastropoda,Provannidae
W-Msc-449963,72077,Hyalogyrina,globularis,,4,Animalia,Mollusca,Gastropoda,Heterostropha,Hyalogyrinidae
ITS-551646,14881,Metapenaeus,suluensis,,3,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae
W-Msc-140436,72093,Bathymodiolus,azoricus,,7,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
W-Msc-505966,72095,Bathymodiolus,elongatus,,5,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
W-Msc-505967,72099,Bathymodiolus,puteoserpentis,,6,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
W-Msc-505971,72100,Bathymodiolus,septemdierum,,7,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
W-Msc-396253,72102,Gigantidas,horikoshii,,3,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
W-Pol-333028,72114,Archinome,rosacea,,9,Animalia,Annelida,Polychaeta,Aciculata,Amphinomidae
W-Pol-327286,72136,Branchipolynoe,symmytilida,,8,Animalia,Annelida,Polychaeta,Aciculata,Polynoidae
W-Pol-328834,72139,Levensteiniella,iris,,3,Animalia,Annelida,Polychaeta,Aciculata,Polynoidae
W-Pol-332576,72141,Thermiphione,fijiensis,,6,Animalia,Annelida,Polychaeta,Aciculata,Polynoidae
W-Pol-332577,72142,Thermiphione,tufari,,7,Animalia,Annelida,Polychaeta,Aciculata,Polynoidae
W-Pol-329926,72146,Protis,hydrothermica,,7,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae
ITS-551649,14884,Parapenaeopsis,balli,,5,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae
SLB-119500,72160,Bathybdella,sawyeri,,5,Animalia,Annelida,Clitellata,Rhynchobdellida,Piscicolidae
W-Cop-135800,72185,Aphotopontius,atlanteus,,6,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-348891,72186,Aphotopontius,baculigerus,,4,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-348895,72189,Aphotopontius,limatulus,,7,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
ITS-551651,14886,Parapenaeopsis,gracillima,thin shrimp,7,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae
W-Cop-350037,72197,Chasmatopontius,thescalus,,8,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-361210,72207,Rimipontius,mediospinifer,,4,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-355586,72208,Scotoecetes,introrsus,,4,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-355915,72210,Stygiopontius,brevispina,,6,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-355916,72211,Stygiopontius,cinctiger,,6,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-355917,72213,Stygiopontius,flexus,,5,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-355918,72214,Stygiopontius,hispidulus,,7,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-355919,72216,Stygiopontius,lauensis,,6,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-361214,72217,Stygiopontius,mirus,,3,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-355921,72218,Stygiopontius,mucroniferus,,3,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-355922,72219,Stygiopontius,paxillifer,,5,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-135802,72220,Stygiopontius,pectinatus,,9,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-355924,72223,Stygiopontius,sentifer,,5,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-355926,72227,Stygiopontius,verruculatus,,5,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae
W-Cop-351201,72228,Ecbathyrion,prolixicauda,,6,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Ecbathyriontidae
SLB-119577,72237,Oncaea,praeclara,,7,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,Oncaeidae
ITS-95871,25408,Parapenaeopsis,nana,dwarf shrimp,5,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae
SLB-119582,72242,Eochionelasmus,ohtai,,7,Animalia,Arthropoda,Maxillopoda,Sessilia,Chionelasmatoidae
SLB-119589,72249,Neobrachylepas,relica,,6,Animalia,Arthropoda,Maxillopoda,Pedunculata,Neobrachylepadidae
W-Tnd-1296701,72257,Pseudotanais,vulsella,,9,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae
SLB-119620,72280,Chorocaris,chacei,,5,Animalia,Arthropoda,Malacostraca,Decapoda,Alvinocarididae
SLB-119622,72282,Chorocaris,vandoverae,,5,Animalia,Arthropoda,Malacostraca,Decapoda,Alvinocarididae
SLB-119627,72287,Rimicaris,kairei,,5,Animalia,Arthropoda,Malacostraca,Decapoda,Alvinocarididae
ITS-95883,25412,Parapenaeopsis,uncta,Uncta shrimp,7,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae
SLB-119631,72291,Paragiopagurus,ventilatus,,3,Animalia,Arthropoda,Malacostraca,Decapoda,Parapaguridae
SLB-119635,72295,Munidopsis,exuta,,9,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae
SLB-119637,72297,Munidopsis,lentigo,,3,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae
ITS-95884,25413,Parapenaeopsis,venusta,Adonis shrimp,4,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae
W-Bch-395454,72308,Austinograea,rodriguezensis,,3,Animalia,Arthropoda,Malacostraca,Decapoda,Bythograeidae
SLB-119650,72310,Austinograea,yunohana,,6,Animalia,Arthropoda,Malacostraca,Decapoda,Bythograeidae
W-Bch-395765,72316,Bythograea,vrijenhoeki,,3,Animalia,Arthropoda,Malacostraca,Decapoda,Bythograeidae
SLB-119662,72322,Echinus,alexandri,,8,Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae
W-Oph-124862,72324,Ophioctenella,acies,,4,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae
ITS-95886,25414,Protrachypene,precipua,titi shrimp,9,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae
ITS-551664,14899,Rimapenaeus,fuscina,pinto shrimp,9,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae
SLB-120046,72330,Bathymunida,rudis,,5,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae
W-Bch-210168,20686,Actumnus,obesus,,5,Animalia,Arthropoda,Malacostraca,Decapoda,Pilumnidae
SLB-120092,101290,Tellinella,asperrima,,8,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae
W-Msc-426318,72342,Conus,andamanensis,,6,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae
W-Bch-422099,26192,Pilumnus,holosericus,roseate hairy crab,8,Animalia,Arthropoda,Malacostraca,Decapoda,Pilumnidae
W-Bch-422101,26193,Pilumnus,longleyi,studded hairy crab,4,Animalia,Arthropoda,Malacostraca,Decapoda,Pilumnidae
W-Bch-422102,26190,Pilumnus,marshi,quadrate hairy crab,8,Animalia,Arthropoda,Malacostraca,Decapoda,Pilumnidae
W-Bch-442580,18378,Pilumnus,taeniola,,9,Animalia,Arthropoda,Malacostraca,Decapoda,Pilumnidae
W-Bch-410815,21472,Austinixa,chacei,Chace pea crab,4,Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae
W-Bch-422150,21476,Clypeasterophilus,stebbingi,,6,Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae
W-Bch-422156,27195,Orthotheres,strombi,conch pea crab,4,Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae
W-Bch-422159,27193,Pinnaxodes,floridensis,polkadotted pea crab,9,Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae
W-Bch-422189,27207,Euchirograpsus,antillensis,Antillean talon crab,6,Animalia,Arthropoda,Malacostraca,Decapoda,Plagusiidae
ITS-660111,20644,Pentacheles,snyderi,,5,Animalia,Arthropoda,Malacostraca,Decapoda,Polychelidae
W-Bch-209435,21327,Catoptrus,inaequalis,,8,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae
W-Bch-209437,21328,Catoptrus,nitidus,,8,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae
SLB-12210,20777,Charybdis,paucidentata,,5,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae
SLB-12264,21353,Portunus,vossi,,3,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae
W-Bch-208855,21359,Thalamita,auauensis,,5,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae
W-Bch-107406,21364,Thalamita,gloriensis,,7,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae
W-Bch-442904,21368,Thalamita,multispinosa,,3,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae
ITS-659988,20965,Nikoides,danae,,8,Animalia,Arthropoda,Malacostraca,Decapoda,Processidae
W-Bch-422110,27136,Chacellus,filiformis,browed bathyal crab,7,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae
W-Bch-209571,21128,Notosceles,viaderi,,8,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae
PBD-167351,26923,Raninoides,loevis,furrowed frog crab,7,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae
ITS-659873,19112,Cinetorhynchus,manningi,Manning hingebeak,4,Animalia,Arthropoda,Malacostraca,Decapoda,Rhynchocinetidae
ITS-553016,15066,Parribacus,holthuisi,red-spotted mitten lobster,7,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae
ITS-553017,15067,Parribacus,japonicus,Japanese mitten lobster,5,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae
ITS-553019,15069,Parribacus,scarlatinus,marbled mitten lobster,6,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae
ITS-553002,15052,Scyllarides,deceptor,hooded slipper lobster,8,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae
ITS-95913,25428,Acetes,vulgaris,jembret shrimp,9,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae
W-Bch-207556,21518,Nanosesarma,minutum,,9,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae
ITS-551970,14385,Cryptopenaeus,catherinae,,5,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae
ITS-551972,14387,Cryptopenaeus,crosnieri,,3,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae
ITS-551976,14391,Gordonella,villosa,,3,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae
ITS-551979,14394,Haliporus,curvirostris,,4,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae
W-Bry-469364,154173,Retevirgula,aggregata,,8,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Calloporidae
ITS-551992,13372,Mesopenaeus,brucei,,4,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae
ITS-552001,13381,Solenocera,bedokensis,,8,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae
ITS-552012,14954,Solenocera,spinajugo,,3,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae
ITS-659832,20699,Spongiocaris,hexactinellicola,Caribbean glass-sponge shrimp,7,Animalia,Arthropoda,Malacostraca,Decapoda,Spongicolidae
ITS-659834,20701,Richardina,spinicincta,,8,Animalia,Arthropoda,Malacostraca,Decapoda,Stenopodidae
ITS-659879,20746,Stylodactylus,discissipes,,7,Animalia,Arthropoda,Malacostraca,Decapoda,Stylodactylidae
ITS-553057,15106,Palibythus,magnificus,musical furry lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae
ITS-553064,15109,Thaumastocheles,japonicus,Pacific pincer lobster,3,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae
W-Bch-422120,18382,Garthiope,barbadensis,prickly mud crab,6,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae
W-Bch-422017,27061,Pitho,laevigata,eggshell urn crab,6,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae
ITS-203659,9794,Upogebia,felderi,,6,Animalia,Arthropoda,Malacostraca,Decapoda,Upogebiidae
ITS-203660,9795,Upogebia,inomissa,,3,Animalia,Arthropoda,Malacostraca,Decapoda,Upogebiidae
ITS-203664,9799,Upogebia,omissa,,6,Animalia,Arthropoda,Malacostraca,Decapoda,Upogebiidae
W-Hyd-285367,76817,Abietinaria,immersa,,4,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-284043,76861,Aglaophenia,postdentata,,9,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae
W-Hyd-174509,76893,Antarctoscyphus,encarnae,,4,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Bch-107425,9338,Atergatis,roseus,,6,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae
W-Hyd-284650,77141,Eudendrium,bermudense,,4,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae
W-Hyd-289995,77193,Gonaxia,amphorifera,,6,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-289999,77196,Gonaxia,bulbifera,,4,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290000,77197,Gonaxia,compacta,,9,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290001,77198,Gonaxia,complexa,,6,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290003,77200,Gonaxia,crassa,,6,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290004,77201,Gonaxia,crassicaulis,,4,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290005,77202,Gonaxia,crusgalli,,4,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290006,77203,Gonaxia,elegans,,5,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290007,77204,Gonaxia,errans,,6,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290011,77208,Gonaxia,intermedia,,7,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290012,77209,Gonaxia,pachyclados,,4,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290014,77211,Gonaxia,persimilis,,7,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290015,77212,Gonaxia,robusta,,4,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290016,77213,Gonaxia,scalariformis,,8,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290017,77214,Gonaxia,similis,,9,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290018,77215,Gonaxia,sinuosa,,8,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-290019,77216,Gonaxia,stricta,,3,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Bch-422129,26839,Etisus,maculatus,blackfinger rubble crab,9,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae
W-Bch-444091,21400,Garthiella,aberrans,,9,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae
W-Bch-422132,26836,Heteractaea,ceratopus,horned mud crab,5,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae
SLB-12787,21402,Lachnopodus,bidentatus,,4,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae
W-Hyd-284914,77419,Kirchenpaueria,curvata,,5,Animalia,Cnidaria,Hydrozoa,Leptothecata,Kirchenpaueriidae
W-Hyd-289265,77479,Malagazzia,taeniogonia,,4,Animalia,Cnidaria,Hydrozoa,Leptothecata,Malagazziidae
W-Hyd-290351,77489,Millardiana,longitentaculata,,3,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae
W-Bch-208968,21422,Lybia,caestifera,,3,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae
W-Bch-444157,21427,Medaeus,elegans,,9,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae
W-Hyd-174696,77648,Schizotricha,falcata,,5,Animalia,Cnidaria,Hydrozoa,Leptothecata,Halopterididae
W-Hyd-174708,77656,Schizotricha,vervoorti,,6,Animalia,Cnidaria,Hydrozoa,Leptothecata,Halopterididae
W-Hyd-285472,77657,Sertularella,acutidentata,,6,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285483,77665,Sertularella,billardi,,6,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285484,77666,Sertularella,bipectinata,,7,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285488,77668,Sertularella,catena,,6,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285499,77673,Sertularella,crenulata,,4,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285514,77679,Sertularella,helenae,,9,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285526,77687,Sertularella,leiocarpa,,8,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285527,77688,Sertularella,leiocarpoides,,6,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285538,77697,Sertularella,novaecaledoniae,,8,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285542,77702,Sertularella,paucicostata,,9,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285545,77705,Sertularella,pseudocostata,,4,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285558,77712,Sertularella,sinensis,,8,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
SLB-128217,77742,Sertularia,ligulata,,8,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-291156,77781,Symmetroscyphus,intermedius,,3,Animalia,Cnidaria,Hydrozoa,Leptothecata,Thyroscyphidae
W-Hyd-285640,77788,Symplectoscyphus,bathypacificus,,3,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285644,77790,Symplectoscyphus,commensalis,,8,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285648,77793,Symplectoscyphus,effusus,,5,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
SLB-12827,21431,Neoliomera,pubescens,strawberry crab,8,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae
W-Hyd-285674,77806,Symplectoscyphus,magellanicus,zip hydroid,7,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285689,77816,Symplectoscyphus,pedunculatus,,6,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-285698,77821,Symplectoscyphus,ralphae,,6,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
W-Hyd-287754,77871,Thyroscyphus,scorpioides,,4,Animalia,Cnidaria,Hydrozoa,Leptothecata,Thyroscyphidae
W-Msc-507933,80004,Timoclea,imbricata,,7,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae
W-Msc-566028,80020,Eulima,bifascialis,,9,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Eulimidae
SLB-128515,80061,Musculista,japonica,,6,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
SLB-128546,80092,Paphia,exarata,,7,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae
W-Msc-504410,80124,Bathyarca,anaclima,,6,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae
SLB-128590,80136,Scapharca,gubernaculum,,5,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae
SLB-128617,80163,Glycymeris,spurca,,4,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae
W-Msc-504557,80165,Tucetona,nodosa,,5,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae
SLB-128628,80174,Brachidontes,setigera,,4,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
W-Msc-397027,80175,Brachidontes,striatulus,,6,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
W-Msc-505991,80176,Brachidontes,subramosus,,3,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
SLB-128639,80185,Modiolus,plicatus,,5,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
W-Msc-505944,80193,Amygdalum,soyoae,,9,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
SLB-128651,80197,Crenella,yokoyamai,,8,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
SLB-128655,80201,Musculus,chinensis,,3,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
SLB-128661,80207,Lithophaga,calyculata,,8,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
SLB-128662,80208,Lithophaga,canalifera,,5,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
SLB-128664,80210,Lithophaga,erimitica,,4,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
SLB-128666,80212,Lithophaga,lithura,,8,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae
W-Msc-595846,80217,Pteria,dendronephthya,,5,Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae
W-Msc-572192,80219,Pteria,tortirostris,,6,Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae
SLB-128680,80226,Isognomon,anomioides,,6,Animalia,Mollusca,Bivalvia,Pterioida,Isognomonidae
SLB-128682,80228,Crenatula,modiolaris,,9,Animalia,Mollusca,Bivalvia,Pterioida,Isognomonidae
SLB-128683,80229,Crenatula,nigrina,,3,Animalia,Mollusca,Bivalvia,Pterioida,Isognomonidae
W-Msc-507086,80233,Pinna,epica,,5,Animalia,Mollusca,Bivalvia,Pterioida,Pinnidae
W-Msc-507085,80234,Pinna,incurva,,9,Animalia,Mollusca,Bivalvia,Pterioida,Pinnidae
W-Msc-507080,80235,Pinna,linguafelis,,6,Animalia,Mollusca,Bivalvia,Pterioida,Pinnidae
W-Msc-507077,80236,Atrina,kinoshitai,,6,Animalia,Mollusca,Bivalvia,Pterioida,Pinnidae
W-Msc-505420,80242,Acesta,smithi,,9,Animalia,Mollusca,Bivalvia,Limoida,Limidae
SLB-128708,80254,Alectryonella,haliotidaea,,3,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae
W-Msc-506700,80258,Anomiostrea,coralliophila,,3,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae
SLB-128716,80262,Striostrea,circumpicta,,6,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae
SLB-128718,80264,Crassostrea,ariakensis,Suminoe oyster,7,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae
SLB-128725,80271,Neopycnodonta,musashiana,,6,Animalia,Mollusca,Bivalvia,Ostreoida,Gryphaeidae
W-Cop-354893,80290,Pontellopsis,macronyx,,5,Animalia,Arthropoda,Maxillopoda,Calanoida,Pontellidae
SLB-128820,80366,Annachlamys,macassarensis,macassar scallop,9,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae
SLB-128837,80383,Delectopecten,profundicola,,3,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae
SLB-128843,80389,Spondylus,cumingii,,4,Animalia,Mollusca,Bivalvia,Ostreoida,Spondylidae
W-Msc-506956,80391,Spondylus,erectospinosus,,8,Animalia,Mollusca,Bivalvia,Ostreoida,Spondylidae
SLB-128846,80392,Spondylus,flabellum,,3,Animalia,Mollusca,Bivalvia,Ostreoida,Spondylidae
SLB-128855,80401,Spondylus,spectrum,,8,Animalia,Mollusca,Bivalvia,Ostreoida,Spondylidae
W-Msc-506951,80402,Spondylus,tenuispinosus,,4,Animalia,Mollusca,Bivalvia,Ostreoida,Spondylidae
W-Msc-527798,80431,Pythina,deshayesiana,,5,Animalia,Mollusca,Bivalvia,Veneroida,Galeommatidae
